discipline,gender,pool,cnr_rank,athlete_name,best_result_1,best_result_2,best_result_3,cnr_value,cnr_as_of,cnr_measure,source_url
Lead,Men,Lead_Men,2,KINDAR MCNAMEE,50.0,33.9,33.1,117.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
Lead,Men,Lead_Men,3,GUY MCNAMEE,41.7,38.9,31.7,112.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
Lead,Men,Lead_Men,4,SEAN MCCOLL,50.2,31.6,10.6,92.4,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
Lead,Men,Lead_Men,5,CARTER COLLEAUX,31.6,29.2,18.7,79.5,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
Lead,Men,Lead_Men,6,JAKOB ELLIOTT,37.6,36.2,5.0,78.9,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
Lead,Men,Lead_Men,7,IAN TAN,34.9,23.1,18.8,76.8,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
Lead,Men,Lead_Men,8,MATTHEW RODRIGUEZ,27.5,25.9,20.8,74.2,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
Lead,Men,Lead_Men,9,NATHANIEL SMITH,27.1,24.2,22.6,74.0,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
Lead,Men,Lead_Men,10,TJ FOLEY,25.3,25.0,21.8,72.2,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
Lead,Men,Lead_Men,11,MAXIME THÉRIEN,24.8,23.3,17.2,65.3,2026-07-29,Best 3 event points / 24 months (2026 transition),https://docs.google.com/spreadsheets/d/1QUC-uIv1XtL4CzannKggdOIoKE8iTgYNjoTfTDdRGok/gviz/tq?tqx=out:csv&sheet=CNR%20M
